423.81462446962837,35
424.0784460078014,33
424.34226643828288,32
424.60608575978796,39
424.86990397103261,27
425.13372107073195,29
425.39753705760205,31
425.66135193035763,28
425.92516568771504,28
426.1889783283894,26
426.45278985109655,26
426.71660025455179,26
426.98040953747073,30
427.24421769856917,24
427.50802473656262,20
427.77183065016641,24
428.03563543809656,25
428.29943909906837,25
428.56324163179767,20
428.827043035,22
429.09084330739108,19
429.3546424476865,12
429.61844045460163,8
429.88223732685242,14
430.14603306315462,15
430.40982766222373,14
430.67362112277505,13
430.93741344352514,21
431.20120462318908,21
431.46499466048283,13
431.72878355412189,12
431.99257130282206,15
432.25635790529907,10
432.52014336026843,15
432.78392766644617,15
433.0477108225482,11
433.31149282728984,12
433.57527367938707,16
433.8390533775555,18
434.10283192051111,15
434.36660930696962,11
434.63038553564667,15
434.89416060525809,17
435.15793451452,12
435.42170726214783,13
435.68547884685745,8
435.949249267365,11
436.213018522386,10
436.47678661063657,11
436.740553530832,10
437.00431928168882,9
437.26808386192255,7
437.53184727024905,7
437.79560950538439,10
438.05937056604409,12
438.3231304509444,12
438.58688915880128,14
438.85064668833041,16
439.11440303824787,13
439.37815820726945,21
439.64191219411106,17
439.905664997489,11
440.16941661611872,15
440.43316704871643,15
440.69691629399836,15
440.96066435067991,11
441.22441121747772,8
441.48815689310732,14
441.751901376285,15
442.0156446657266,16
442.27938676014804,15
442.54312765826569,15
442.80686735879522,11
443.070605860453,17
443.334343161955,12
443.598079262017,13
443.86181415935556,16
444.1255478526864,15
444.38928034072586,13
444.65301162218975,11
444.91674169579426,16
445.1804705602558,9
445.4441982142904,22
445.7079246566139,20
445.97164988594284,19
446.23537390099295,17
446.499096700481,13
446.76281828312239,11
447.02653864763391,8
447.29025779273144,11
447.55397571713132,6
447.81769241954987,6
448.08140789870316,10
448.34512215330727,9
448.60883518207851,15
448.87254698373351,11
449.13625755698814,13
449.3999669005587,14
449.66367501316165,14
449.92738189351309,13
450.19108754032942,15
450.45479195232684,17
450.71849512822189,9
450.98219706673069,13
451.24589776656939,15
451.5095972264549,11
451.77329544510314,12
452.03699242123048,13
452.30068815355355,8
452.56438264078844,9
452.82807588165167,12
453.09176787485973,12
453.35545861912891,15
453.61914811317553,15
453.88283635571645,14
454.14652334546764,13
454.41020908114587,12
454.67389356146731,8
454.93757678514879,10
455.20125875090633,10
455.46493945745692,5
455.72861890351669,9
455.9922970878024,15
456.25597400903052,12
456.51964966591743,15
456.7833240571797,13
457.04699718153404,20
457.310669037697,18
457.57433962438495,12
457.83800894031464,10
458.10167698420264,12
458.3653437547656,14
458.62900925072006,11
458.89267347078271,14
459.15633641367026,15
459.4199980780989,11
459.68365846278596,19
459.94731756644762,18
460.21097538780089,20
460.47463192556222,14
460.73828717844845,20
461.00194114517603,14
461.2655938244622,16
461.52924521502325,17
461.79289531557589,17
462.05654412483722,18
462.32019164152376,19
462.58383786435229,13
462.84748279203984,9
463.11112642330289,8
463.37476875685849,12
463.63840979142333,15
463.9020495257144,7
464.16568795844807,5
464.4293250883419,10
464.69296091411223,10
464.95659543447624,11
465.22022864815051,8
465.48386055385231,13
465.74749115029829,12
466.01112043620554,13
466.27474841029084,8
466.53837507127116,12
466.80200041786338,10
467.06562444878477,7
467.32924716275215,11
467.59286855848256,10
467.85648863469254,10
468.1201073900998,13
468.38372482342095,16
468.64734093337324,14
468.91095571867362,14
469.17456917803895,8
469.43818131018668,9
469.70179211383379,10
469.96540158769733,8
470.22900973049434,8
470.492616540942,15
470.75622201775712,11
471.0198261596575,16
471.28342896536003,15
471.54703043358154,12
471.81063056303952,14
472.07422935245125,16
